tweetid,userid,class,type,form,teasing,author_role,emotion,tweettext
105774625572655104,312979738,n,,,,,,@Mariana_gmez Sin amistad no hay bulling
106142671600484352,321998606,y,self-disclosure,other,n,victim,none,You are a bully!!! No I don't like it!!
107927976754155520,75628685,n,,,,,,"Alicia has just given a shit about bullying & Animal abuse. Give a Shit at Give-a-Shit.org
#giveashit"
108327237098545152,241335282,n,,,,,,@ivicong ikaw nga bully diyan eh. CROOK!
108919454091587585,164677602,n,,,,,,"""Seu merda"" - ""Isso é bullying"" - ""Só se for com a merda"""
100228223241162752,279971235,n,,,,,,clima de bullying nesse twitter kk
101625946091687937,328243648,n,,,,,,Novo post! [para rir] Bullying até no universo Marvel: Vi no Bloog do MazzaCalango doido do cerrado http://t.co/gZnCRj6
105829935389745153,326584614,n,,,,,,omg! @KissMyASSley & @OmgitsFlenoid are making fun of me and my sleeping habits :( i'm feeling unloved and cyber-bullied!
102719551019556865,291405185,n,,,,,,"Meninos do Tumblr são assim: - › Meninas do Tumblr são assim: › › E eu, sou assim: › › Isso é bullying. http://tumblr.com/x0a40ugj3m"
105447863957467137,142047886,n,,,,,,@Wolf_Quill I've seen a lot of people switch schools because of bullying but I decided I didn't want to be one of them
107853441757487104,275380378,n,,,,,,"Read my response to ""Have you ever Been bullied at school?"": http://t.co/izEDL9q"
104294774667878400,246500637,y,report,other,n,reporter,none,Staring down the bully-boys http://t.co/B18MZmF ;O accommodation lodge
104354500973838336,347318098,y,accusation,other,n,accuser,anger,nunca sofri tanto bullying na minha vida @victorwyatt @Heitor_assis ----------.----------- ahuahua
106822291433865216,323477684,n,,,,,,@fancyfirda radio apa sih cyin? doyan amat lo bully..
106212734567329792,294906660,n,,,,,,"@Warbler__Blaine yeah i came 2 days ago,started getting bullied the first day-looks up slightly-"
107298374352506880,286913327,n,,,,,,só tem bullying na cozinha
106194734132891648,65966667,y,denial,other,n,bully,none,@thoni_ kkkkkkkkkkkkkkk olha o bullying !
101463990533758976,110227631,n,,,,,,#SelfDefense The Best Martial Art for stopping Bullying http://t.co/cQajVOl
102309265515098113,260533833,y,accusation,other,n,accuser,none,@ourloveshines véndate la mano y así le haces bullying a alguien en el colegio y le dices que escriba por ti porque no puedes D1 askldj xd
103585886394007552,107446821,n,,,,,,"The Cruelty Crisis: Bullying Isn't a School Problem, It's a National Pastime | Psychology Today http://t.co/IhjTjnh"
103823223069753344,18176049,y,self-disclosure,other,n,defender,none,"I'm a girl who deals with bad acne, weight issues and low self esteem. I get bullied everyday by people and... http://t.co/Kb126cQ"
104082717397893120,303805534,n,,,,,,"Pretty awesome day thus far. Didn't do anything at work, had an awesome workout, and came home to my faaaavorite episode of bully beatdown!"
104368817471361025,144046456,n,,,,,,"19 children, 24 adults & 6 pets sheltered. With school in session, now is the time to discuss bullying: http://ow.ly/6btbj"
104582382824325120,226815061,n,,,,,,I had to turn that Melo game OFF....i felt like Lebron was my little brother and he was gettin bullied....i couldnt watch anymore
104663534985678848,299967889,n,,,,,,@RisssRattt90 your a bully.
105989810421903361,171872577,n,,,,,,@bellathorne143 bella tweet for me?? i suffer bullying
106799621602410497,196057214,n,,,,,,Stop bullying someone!
107352656116334592,325308250,y,self-disclosure,other,n,victim,none,Lmao @_HimOverThere5 is a bully
107788700708122624,57822810,y,denial,other,n,victim,none,@KangHsien @HAHAHEHETEHEE get lost la you :( so xia sway i kena bullied by a pig :/
107967684309823489,296883275,y,self-disclosure,other,n,victim,none,Recognizing And Dealing With Bullying In The Workplace http://bit.ly/oEsZ5M
108009290354266113,297771329,n,,,,,,“@LauLozz: @varo_arce @jergass qué mala onda eres alvarITO” // Jajajaja Lau me hace bullying diciendo mi nombre en diminutivo! #Noesdedios
108540052488978432,222941671,n,,,,,,I'm in a bad mode so if I snap at you sorry. Chad and I had a huge fight so just be nice and please stop the bullying.
100118699914174464,42341304,n,,,,,,@JohnCena  dude I'm getting bullied and I can't tell or they'll beat me up but I can ask for your help see no one knows I'm talking to u and
102044783064784897,247101057,y,report,other,n,reporter,none,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xgq3ycvl10
103995214854754304,90750751,n,,,,,,"@Iameemily I want to become big size, then can bully our @weirong92 more hahahaha."
105403209799041024,60060836,n,,,,,,It's so funny when the bully meets their match!!!
100296835075293184,313799471,n,,,,,,@luisfer9 bullying 4 (te quedan 5) CC. @omarclh
100301747288932353,324141994,n,,,,,,Stand up nd do sumthen lol a bully favorite line
101634367390101504,54416057,y,self-disclosure,cyberbullying,n,victim,sadness,David Arquette Reveals His Daughter Coco Has Been Bullied  http://t.co/rXQOEXc
102174578519982080,307562787,y,self-disclosure,other,n,victim,anger,The Bully at Work: What You Can Do to Stop the Hurt and Reclaim Your Dignity on the Job http://dlvr.it/bn8wZ
106358362706415616,50065659,n,,,,,,I just see pure bully vans going towards totty cambridge/ edmonton sides boy
108028856807587843,177243959,n,,,,,,"@SkittleElena You little bully. [Smirks wickedly] In that case, you might just get one soon."
102375089621831680,14642196,n,,,,,,"@DavidJChalmers He'll be good at stopping teams bullying #afc, effective against likes of Stoke. But Cahill could have done that too."
103032278963339264,116323208,n,,,,,,"bubu, tadinho do menininhoo da minha sala, sofre bulling =("
105697040989831168,169275262,n,,,,,,"Tau ter Bully gk? Ya maneh itu!! =))@afiifahrahmi: @fadhilmp tau jahaaat ga sih ? Ya maneh itu !!!!!"""
100086247585890305,182752731,y,accusation,other,y,accuser,none,acordamos agora vo fazer bullying com o @brunons5
103773874629513216,51582024,n,,,,,,@Zoestymest semo semo! Is you cant bully me. Cause i will kill onew
106186742738075648,166272077,n,,,,,,ME DAR UNFOLLOW ENQUANDO ESTOU DORMINDO É BULLING VIU...
106433118994563074,197094349,n,,,,,,Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais. http://t.co/3jJrpJP
107368179042484224,32267637,n,,,,,,@MrDBlackstock tell Bruce Campbell he needs a twitter acc. He really Bullied 2day!
108849410825392129,355757429,y,self-disclosure,other,n,victim,none,@cltorreo bullying futbolero
100124460048330752,254307059,n,,,,,,"hoje o idiota do Marcos fez bullying com o Rodrigo na sala, pqp fiquei mt brava"
101025215097733120,272224275,n,,,,,,@CoreyHutchins What is the context of this quote? More bullying of the media? http://t.co/oNuLRf8
102751901753409537,99095029,y,report,other,n,reporter,none,"o @victtorgomess tá praticando bullying comigo, é! u_u"
106088707244834816,258052325,y,self-disclosure,other,y,bully,none,
106128867625943040,28890651,n,,,,,,
100107859672571904,350068585,n,,,,,,
108635959565877248,262875426,y,accusation,other,n,accuser,none,
108670880548257792,283662971,y,report,other,n,reporter,none,
101428926584340481,190856868,n,,,,,,
102922707552845825,236637677,y,report,other,n,reporter,none,
104686663745277953,144991482,n,,,,,,
100272899239317504,195239616,n,,,,,,
100662069543706624,47778529,n,,,,,,
102991323988099072,248974194,y,self-disclosure,other,n,bully,none,
108639880275431424,263800900,n,,,,,,
102905977803776000,161886372,n,,,,,,
107111689891229696,103334059,n,,,,,,
107985961257926656,360323217,y,self-disclosure,other,n,victim,none,
100238823283363840,29633395,n,,,,,,
102549305382014976,162904928,y,self-disclosure,other,n,victim,none,
105526020727250944,356901708,n,,,,,,
106646027607609344,294616264,n,,,,,,
106736795252834305,287332960,n,,,,,,
108960802136014848,303118458,n,,,,,,
101468215657500673,288575548,n,,,,,,
101823866355200001,285319634,n,,,,,,
101999873091575808,114278384,n,,,,,,
100077985406787584,308762158,n,,,,,,
102517289655603200,31530021,n,,,,,,
102954626717974528,87356000,n,,,,,,
104921435167932416,65517023,n,,,,,,
106742864976941057,51751058,n,,,,,,
107300756553609217,170753275,n,,,,,,
107460312642490369,57225057,n,,,,,,
105116943966683136,337429869,y,report,other,n,reporter,none,
107063497237598208,197689085,n,,,,,,
107320099509243904,278719347,n,,,,,,
109082906441424896,132992559,n,,,,,,
103579030128828416,113648023,n,,,,,,
103963857080418304,160281492,n,,,,,,
104340395302985729,248682410,n,,,,,,
104783356381761536,104709029,n,,,,,,#whenifirstmet @KisameRyoma he bullied me for being a ringer :( lool
106485059015540736,164413539,y,self-disclosure,cyberbullying,n,victim,none,"Kamilla ta lutando contra as formigas e catitas da cozinha, ''ant bullying'' Garota Baygon @kamillacms"
100368052310380545,174789897,n,,,,,,@Mo_Habet08 prometo ya no ser bully jajajajaa...
101515849067794432,100109804,y,report,verbal,n,reporter,none,CLICK 4 DETAILS -&gt; http://t.co/Nwybqhp ALL ROADS LEAD TO #WILDBULL THIS THURSDAY HOSTED BY @ITSMRHOODSTAR (EVERYONE 5$) &lt;- SPREAD THE WORD
102505657864962048,330799765,y,self-disclosure,other,n,bully,none,"@gabidecastro @depastore bullying com a dé e]~wçeç]w~çe]w]w~çe]w~eç tadinha ela deve ta com fome gabi, ai fala essas coisa"
103910507601338369,308301957,n,,,,,,@itsfl4cko jajajajajaja mala onda! me haces bullying :c ya veras cuando hagamos cambio de roles YA VERAS!! ajajajaja
104332763276132352,240500746,n,,,,,,"@MiinT tweeting her saying she's ugly, a whore and that she should go burn in hell is bullying though. I know TrollJunes hasn't said that"
105025722812338176,100565315,n,,,,,,"Rapaz, fui ver um trecho desaa novela da globo e o caio castro já ta praticando o tal do bullying com a mãe ,mo triste"
105197578613829632,219311716,n,,,,,,U_U Le hacemos bulling a Laurita U_U
105351431657226241,25827803,y,denial,other,n,bully,none,@AnaCmello @Miih_Pattz @boluiza @andressagg_ @danydemoura  Tbm sofro desse Bullying!!!!
105804620772810752,225992982,n,,,,,,@MadaraNuggets amigo que é amigo aguenta o bullying.
106563538046300160,245516604,n,,,,,,professora to sofrendo bullying tao me chamano de cara rachada
107969542499741696,153349276,y,report,cyberbullying,n,reporter,none,"@CraigyAnderson Generally, they seem to be kids who were bullied at school, who enjoy the sense of power a high-vis jacket gives them."
108922226862075904,24441503,n,,,,,,"Mi teacher esta en contra del bullying, pero ¡ah como le encanta burlarse de Ninel Conde!"
102468323425533953,23040622,y,self-disclosure,other,n,bully,none,"@iSelenaNerd your pizza look so good, and i love see you happy, i hate when a person gets bullied, because i know the feeling, and it hurts."
103921872055435264,44363753,y,self-disclosure,other,y,victim,none,@MorganMcClain she need to switch her bully game up its 2011 and she still cussing out people
104005092788805633,235007989,n,,,,,,"serio, falsidade é bullying"
104323554161602560,124541731,n,,,,,,@DramaTweetBrad Whatever you bully!
104908229921878016,330686773,n,,,,,,"Tw nggak si kak..gra"" ngbelain kk yg d'bully sma antis..kta pn jga ikut d'bully ..ap kk nggak ksian ap sma kta?? @ilhamfauzie"
101817031443226625,232477532,y,self-disclosure,other,n,victim,none,"But seriously, I hate Angelica! Dumb bitch always bullying Tommy, Chuckie, Phil & Lil. She be salty as shit when Susie comes shut shit DOWN!"
103673435447767041,258629777,n,,,,,,@GeeSassyWay Bully.
103677906747789312,131477938,y,accusation,other,n,accuser,none,"NOSSA, EU FICO 1 SEMANA SEM ENTRAR NO TWITTER DE TARDE, E QUANDO VOLTO JA COMEÇA O BULLYING @carolis_m"
104302550836187136,184695510,n,,,,,,@glutenfreegirl - It constantly amazes me how big a problem bullying still is. Kudos for writing your post!
105755228158169088,71288146,n,,,,,,And might turn victims into new bully...? Better than a victim nevertheless... http://t.co/AEqGWKE
106089068898684928,79049462,n,,,,,,@AntoineVillasBo what happen to your life? what makes it shitty? so you've been bullying? goodgood.  huhuhuhu.
106552455495561216,179708934,n,,,,,,Dude on bully beatdown is super wild!
107317180114272257,40145230,n,,,,,,&lt;---- bully !
101659872642342912,336203378,n,,,,,,"@ilDavincho Tiene 2 opciones: superarlo o dejarse caer por ello // #TrollStyle -&gt; Debería ir al programa ""The Bully Beatdown"" :P"
103022227208945664,20720156,y,report,other,n,reporter,none,Stonewall are looking for young people aged 16-18 who have you experienced homophobic bullying and would be... http://t.co/5cD3yo4
105735749009293312,62863174,n,,,,,,Rebecca Black Leaves School After Bullying: 'Friday' sensation will now be home-schooled by her mother.By Jo... http://on.mtv.com/npPHwe
105961990010318848,151034721,n,,,,,,#youknowuwrong if u bullied any of the @ICONicBoyz
101449048191537153,263348495,y,self-disclosure,other,n,victim,none,@shannnesee Got! You always bully me. :&lt;
101628914828455936,177805490,n,,,,,,Update News &gt;&gt; Rebecca Black 'Friday' Star Drops Out of School Due to Bullying http://bit.ly/qjDBGF
103567437227769856,219155415,n,,,,,,@JohnsSuarez Sei isso e Bullying .#kkkkkk
104110728033742848,33090235,n,,,,,,Lloyd Banks - Big Bully .. My Son Reallly Went Off
108261173295714304,148830664,y,accusation,other,n,accuser,none,Sofro bullying da câmera fotográfica.
100270638513659904,210618873,n,,,,,,"vou fazer teatro no final do ano , HAHA sou a mais feliz , e vai ser sobre Bullying"
101522628686254081,278983998,y,report,other,n,reporter,none,Bullying incidents nearly quadruple in Nashua schools - Nashua Telegraph: Bullying incidents nearly quadruple in... http://t.co/lLAno5V
103266926473650176,293836048,y,denial,other,n,bully,none,El gobierno es seco para el Bullying
104353660850540544,299339821,n,,,,,,"half birthday on Saturday....bully for ME, picked up a shift at work that night"
104376601504002049,95344269,n,,,,,,@MLopezSanMartin ...y asi le fue en el bullying a la Gordillo; como que no le favorecieron los resultados...
105784218168213504,27531290,n,,,,,,"matamoros es un bully, bien mila! #salvame"
105802959979425792,104360733,n,,,,,,Um encontro e um bate papo sobre Bullying on Twitpic: http://t.co/udxW8Cl via @AddThis
101515332551835648,261372082,n,,,,,,@pakito_tuamigo yeaaa zombie bullying!!!! blood!!!! brains!!! muahahaha!! xD
102935551560261632,245613719,n,,,,,,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xtw3ycohnb
105429136830513152,326115600,n,,,,,,"How lazy is a french bulldog? Everything started swinging, but Keaton slept right through the #earthquake. No instinct whatsoever kicked in."
106554336892555264,58902770,n,,,,,,Not liking how @NikkiHesford is making me out to be a bully! 'who constantly tweets me criticism' did your mum tell you it's wrong to lie?!
108996571491864576,164147657,n,,,,,,"@wu_fei actually I just realized, this isn't Running Man and Kwangsoo is still being bullied. lol. D: noooooo kwangsoo :'("
101683126639669249,326212534,n,,,,,,@_AyeEsAychAye lol. Ok asha. I'm not being a bully.
103673535968452608,45377715,n,,,,,,@Mah_DamaroCB kkkkkkkkk tadinho do theu ): sofre bullying em casa é ?
105818392065347584,58574047,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro.
104980857458147328,83455262,n,,,,,,"""While he was looking after them, I think he also bullied them... so now they are getting payback."" You deserve it. lol"
105888581758894081,355963320,n,,,,,,"@mrshananto punya prinsip, mengenal diri sendiri ή percaya diri. Kunci sukses aq nga ikut2tan bully ato gank nga beres waktu sekolahan"
106069108226928641,123082578,n,,,,,,"Your ""fun"" can be the cause of someone committing suicide... #bullying"
106854325208358912,92346291,n,,,,,,@NickMiller89 wrong sir. You started building a bulky first day at camp! Tomorrow y'all will start being the bully! Get it fam
106917935305588739,288268132,n,,,,,,@odairu vc sofreu bullying pq?
100975982533541888,134183963,y,self-disclosure,other,n,victim,none,Wanna see how I feel about bullying? http://t.co/gKPwex6 &lt;---- Watch that and you'll find out quickly
106518095891415040,197537180,y,denial,other,n,bully,none,“@BayouBadBoy: @DCLAUDE87 university of Phoenix” yea son they will bully you at university Of Phoenix! Lol
100259081184477187,265149866,n,,,,,,@ian_ianization Hi ian! I everyday watch your show leh!! Dont bully ahya and zhiyong!! Dont join gang and lijie chou nu ren! &lt;3
103655858776453121,223703963,y,self-disclosure,other,n,defender,none,SO @imBOld  BULLIED ME INTO CLEANING THE BATHTUB [SNOOTYBOOTY
101369031352786945,312773548,n,,,,,,@matthewsays_ cada episódio matam ele de uma maneira diferente HAHA isso é bullying Q
102945630237884418,101991421,n,,,,,,@cmarinho_ @marjss achei bullying
100209189770641409,235340304,y,report,other,y,reporter,none,Meu pescoço deve ser mini pescoço D: porque eu to sofrendo bullying neesse exato momento HAUHAUAHUHUAHAUHAU
103085289492324355,288212914,y,report,other,n,reporter,sadness,Frio é bullying contra os solteiros. http://t.co/ze2hwiH
104645961351053312,77867255,n,,,,,,Seriously. What is up with everyone calling me a bully today. Im not even that mean!
105715854771105793,225908394,n,,,,,,@jessiejofficial Isn't your single about bullying? yeah okay then why you bullying @BethMcAneny shes your fan thats fucking ridiculous.
108327423514382336,38482480,n,,,,,,Fathers can have such an impact to help their Son or daughter through a School Bullying situation #fathers #twitterdads #family
109001159053819904,40910607,n,,,,,,@mrssamirnasri @SRamsey0909 looooool how do I bully you shyyy? and the random 9 yr old started it! hahahaaa
101680404276322304,165001364,n,,,,,,@boushh2187 Have they not read the books in book 5 when James was bullying Snape? I was sad when I read that.
103484713137745920,255053043,n,,,,,,
104398619515432960,95257797,n,,,,,,
106477166061031425,41020906,n,,,,,,
102777577864822784,340369529,n,,,,,,
108246664178966528,220547360,n,,,,,,
101010241646366720,78458449,n,,,,,,
102116454245212160,83105406,y,denial,other,y,bully,none,
103623103665553408,117168085,n,,,,,,
100339635116445696,271431499,n,,,,,,
102876786697846784,176567483,n,,,,,,
105623191736692736,137005408,y,report,other,n,reporter,none,
106717244695908352,192389705,n,,,,,,
108691272751001600,77786440,y,accusation,other,n,accuser,anger,
102275504161308673,239894866,n,,,,,,
105516686442110976,191154227,y,accusation,other,n,accuser,none,
106940048200568832,55484807,n,,,,,,
107454184877592576,147810431,n,,,,,,
104762734662524928,70880026,n,,,,,,
105548111623106560,281612632,n,,,,,,
107316828941983744,17116223,n,,,,,,
108023733758861312,234648828,n,,,,,,
108228642873675776,247631084,n,,,,,,
108312930784776192,119826847,n,,,,,,
108651176609857536,94912172,n,,,,,,
109120206802137088,85970356,n,,,,,,
109122010021507072,171760757,n,,,,,,
106538967536648193,99661883,n,,,,,,
107973128134733825,360124849,n,,,,,,
101858642290147329,174818377,n,,,,,,"O sofredor de bullying de hoje, é o mais bem pago de amanhã."
106101281558503424,302704941,y,self-disclosure,other,n,victim,none,@feffyth Cara todo mundo já sofreu bullying na vida e nem por isso temos uma população de homicidas.
106233344504762368,270103951,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/s7rSzI8
106290989202800640,265252736,n,,,,,,"@mateosstory Thanks! I think he deserves most of the credit. He did fear bullies, but found his school has anti bully culture from top down."
107853033928531968,220836148,n,,,,,,Hey @timoshei! Did you get my email a little while ago about the anti-bullying campaign? I havent heard anything back yet.
109069934977486848,130536074,n,,,,,,Thought @PerezHilton was gonna stop being a bully #journalistnotacritic #hater
102467162219880449,313467156,n,,,,,,@islasays bully
104166033841061888,164541201,y,self-disclosure,other,n,defender,none,@JujuFern_ sofrimento? Ele se jogou por causa do bullying eu ja estudei ai e sei como funciona as coisas tem muita gente ma ali
105366950460403712,84440690,n,,,,,,Frio é bullying contra solteiros :( KALSASLASLLSALSLA'
106042703803981824,126762946,n,,,,,,@LaurenALBoswell Go away! Bully! &lt;3
109038482650968064,78380241,n,,,,,,"Kiosked selected as White Bull 2011 Bully Award finalist, see http://t.co/W8hbg4N"
101746455684976640,178060539,n,,,,,,é o bullying mental!
107511357859049472,185757846,n,,,,,,"Today, 17 teens will take their own lives due to bullying. http://t.co/T6k6BRP"
103309758676729856,88096476,n,,,,,,@T__Lourdes aww hugss loool u was bullying me not long ago
107251834716037120,136397029,n,,,,,,Bullying depois de velho é nóis! ahhahahahhaha http://t.co/mYCPcJJ
108542360362827776,237572669,n,,,,,,@ArianaGrande What do you think of bullying?
108608182699573250,10392012,n,,,,,,sabe pq todo mundo fala do curintia? Bullying. Os mais fortes sempre gostam de zuar os mais fracos. ;)
100682307173752832,134270776,n,,,,,,Kangen d bullying anak kostan (-̩̩̩-͡ ̗--̩̩̩͡)
104604590925824000,346440125,n,,,,,,@hsoferr you are DEFINATELY not a bully! These people be trippin'
105108139103363072,252255722,n,,,,,,Frio é bullying contra os solteiros.
108220648828043265,284032525,n,,,,,,"@ABYmonster @kesleylim @nicollette_ ya lor equals to bully alr. Haha kes, aby misses you!"
108893035651272704,218553419,n,,,,,,"Se você tem problemas com bullying, compre um cafeteira."
108991588193148928,142752285,n,,,,,,"@beliebers_teen é bullying por que quando tem ing é sempre no final, maior frescura dos americano :S"
108215294543138816,238031155,n,,,,,,@bellathorne143 BULLYING WE'LL STOP IT!!! http://t.co/2bNDKrD
109125505697054720,48134080,y,self-disclosure,other,n,victim,none,#ebz Oh gather round me bully boys  And I'll zing you a zong  Of the windless waveless sunless Ze... http://t.co/mXNQLjV
105805212849152000,234103393,n,,,,,,"Não é preconceito, e muito menos bullying, mas quem tem orelha grande, não deveria usar boné com as orelhas de fora!"
108680975575293952,280081502,y,report,other,n,reporter,none,"And on top of all the shit that's happened already, I think I'm ALREADY being fucking bullied -_- Btw, it's only 7 days into skool -_- #FML"
108931481178603520,50722207,n,,,,,,"Someone dosent deserves to be to be hated or bullying, less hurt in anyway. #stopthatbro"
101872319840010240,169185189,n,,,,,,kasian ya ka @ilhamfauzie hari ulang tahunya malah di bully SB
102205745470242816,282671850,y,self-disclosure,other,y,victim,none,Bullying felino http://t.co/h3lUhN7
105786794506854401,215164615,n,,,,,,"Niñas, reinas del “bullying” en escuelas privadas - El Universal - DF - http://t.co/yTRultW"
105853199008808960,40130273,n,,,,,,"@karenkrein a ñ bi ixo é bullying !!! A tri
Mas eu tô ligado infelizmente já vi vários pior q eles tm msmo 7;/"
109038788768047104,253738330,n,,,,,,@Die_Reyes BBF (Best Bully's Forever) ILoveYou:*
104147297788641280,209300024,y,accusation,cyberbullying,y,accuser,none,"There's No Such Thing As A Bully: Adults, Too?: When a student makes a very important observation, the author is... http://t.co/wITIZFU"
104335312808972288,95981381,y,accusation,other,n,accuser,none,Street Bully Walk YEAAAAAAAAAAAAAAAAA
101759595625721856,164980930,y,denial,other,n,bully,none,@_VickySecret_ lol. I'll bully u!
105638866094006272,44621942,n,,,,,,News from the Blog:  Workplace Investigations – Harassment & Bullying http://t.co/LesKc0V http://t.co/4BKezNB
105798592345817089,68257359,n,,,,,,@yasmimcaci @Bferrarii PAREM DE FAZER BULLYING COMIGO =( UHAHUAH BANDO DE PRETO
106399525769449472,123059246,n,,,,,,"Es que ustedes saben que amo a @bullysteria pero no saben porque, con este vídeo entienden :) 
CINE, MUSICA Y BULLY http://t.co/N7klH4t"
107927334086131712,16532761,n,,,,,,Attended a session on bullying and cyberbullying.  Well worth the time!
108731363401805824,325647300,n,,,,,,"@NoArtieNoParty Yeah yeah yeah, you cyber bully."
101762909683716096,262321162,y,self-disclosure,verbal,n,victim,none,Did you get to meet Reiko? I bet she was quite a bully.
104234933932920833,161772821,n,,,,,,If u go outside u must be tryna get pushed around like a bully lol
106116736557920257,225174844,n,,,,,,"@TheAaronJardine I'd be the kid that gets bullied for tryna act cool.
CHOP, I'll just replace Merisol. Never liked her and her stink weave"
103833248391639042,162811315,n,,,,,,I ain't even big enough to be a bully
105968242631262208,60681312,n,,,,,,o frio é bullying contra os solteiros. u-u
101707544266932224,306431544,n,,,,,,@MonicaLuck jajajajajjajaja tu eres la #BULLY jajajajaajja C:
103887816265703424,273081205,n,,,,,,@OoohNicole Your a bully xD
104981455981117440,191864630,y,report,other,n,reporter,none,@utaunenami_bot Is it okay that I punch every guys who is bullying you? :)
105851004527984640,284300346,n,,,,,,"""@SouthBully:  : AYE!!!! by SOUTH BULLY. Play: http://t.co/4JpPHvz"" Atl street anthem @DefJamRecords @WakaFlockaBSM @gucci1017 @2chainz"
102766332814180355,78319048,y,self-disclosure,other,n,bully,other,@KyTuck @timmyblog @Im_Allen the wonders of cyber-bullying!
102942208671498240,326527535,n,,,,,,":O lol, i'm no bully!  @NiNoBlakk2x"
103131855884263424,125112697,n,,,,,,Si mjjeje itu di bully di MV Balloon. Omfg cuteness overload. Yaong! :3
105405459783094272,68852295,n,,,,,,@laressays isso é bullying
106758475484372992,139427278,y,accusation,cyberbullying,n,accuser,none,@find_ch @natedogreimer you didn't seem like the bully type in high school.
100260028933615617,230788484,n,,,,,,Bully Tools 92312 24-Inch Lawn reviews http://t.co/5EfSF6w
103789181356093440,314824190,n,,,,,,@Alnitak10 @Srta_Kruger ajajaja uta y pk llorai? menos mal que el bullying era pa mi ah xDDD
107152261687418880,214108364,n,,,,,,"So after they take that classs , they still bully? #Smh! Oh fuck no! They got the Lil'Girl :O #nowimmad!! ]:&lt;"
102573279860105217,40184014,y,accusation,verbal,n,accuser,none,at what point does this become bullying?
105707166010310656,144273749,n,,,,,,"Read my response to ""Você já sofreu bullying?"": http://t.co/t5zUUJ1"
106498894866817024,24710832,n,,,,,,Please don't bully @shfly3424...kkkk
101353935083798528,230019992,n,,,,,,S/o to the skunk who sprayed under the deck last night to let the dogs know what was coming for them if they went outside. #bully
102409828282019840,169558193,n,,,,,,@delphie94 likedat treat me lo u... My throat dam hurt. Don't bully leh :(((( okay lo meet u... So far again -.- zomg
102564836315119616,75628685,n,,,,,,
101006069471518720,83592774,n,,,,,,
101655303963156480,65686889,y,accusation,other,n,accuser,none,
106336321072672769,75334752,n,,,,,,
107463249041178626,34664379,n,,,,,,
102646386633351168,176851240,y,self-disclosure,other,n,defender,none,
105052909590421506,335475189,n,,,,,,
107175883009298432,202709224,y,report,cyberbullying,n,reporter,none,
105431735021481984,280927467,n,,,,,,
106553952224542721,175870518,n,,,,,,
107967853310918657,336924567,y,self-disclosure,other,n,bully,none,
109113575552978945,113495751,n,,,,,,
101835110558597122,187543590,n,,,,,,
102059212078714880,60449935,n,,,,,,
102705357905862656,342811355,n,,,,,,
103081523812638720,137916402,n,,,,,,
104306400775241729,46247167,n,,,,,,
102151823707746304,170009174,n,,,,,,
104112396699832320,344333579,n,,,,,,
104384197774413826,72675900,n,,,,,,
104672636491149313,201562168,n,,,,,,
105454175428673536,354553131,n,,,,,,
108233908117700608,233960891,n,,,,,,
103127160688095232,187754437,n,,,,,,
105786228850429952,62622394,n,,,,,,
107607443445522432,335009959,n,,,,,,
102825252073111552,202020808,y,accusation,other,y,accuser,none,
104632532057849856,81184896,n,,,,,,
107186604879265792,155237599,y,denial,other,y,bully,none,
107283415669276672,244353038,y,report,other,n,reporter,anger,
108110482283560960,32887456,y,report,other,n,reporter,none,
108376697463767040,291952241,n,,,,,,
102807430257311745,90919431,y,self-disclosure,other,n,defender,none,
102931492207984640,311767222,n,,,,,,
105954130706710528,293593896,n,,,,,,
108180980824674304,221687521,y,self-disclosure,other,n,bully,none,"""Bullying""is a reality. And there's a lot we all can do by just smiling and caring about people. We can stop people from dying! @DarrenCriss"
102573933328482304,49775688,n,,,,,,"Your music gets bullied
Your girl gets bullied
Your radio gets bullied
Your club get bullied
You get bullied
The whole world get bullied"
102792126819090432,64815033,y,self-disclosure,other,y,bully,none,#iwasthatkid. That everyone hated /bullied and made fun of I never understood why but some how made it. DON'T GIVE UP!
103493114739699712,128258493,n,,,,,,The ugly road to bullying. http://t.co/I3MSUlW
106619822707703808,241529388,n,,,,,,Rebecca Black Quits Middle School After Bullying http://t.co/Aq51ECt
108253522176385024,195061375,n,,,,,,"@mel_star90 i'm getting bullied about my phone, :/ lol need to do something about it sooon! lol"
101754341274296321,19836173,n,,,,,,"@FebrianRoman halah mau aja :p wkwk
lu bully kan bisa #anjirjahat
udah. bales weh. ntar salah nomor lagi x_x
jeh dodol kan haha"
106158054512406529,347853233,y,report,other,n,reporter,sadness,Getting bullied by your boyfriend.
106858787230597120,161948522,n,,,,,,"Read my response to ""Sofre bullying?"": http://t.co/kUGAGZq"
105400943041970176,44204292,n,,,,,,@1AndyJonas #Bullying....
105829915986903040,122234682,n,,,,,,"@dj_zense te creo, esparate que estoy witriando! #bulling"
106083001380765696,80284026,n,,,,,,@bullysteria @12_Princesas aaaaauuuuuush animo Bully!! eres el mejor principe y asi ;)
